customer_unique_id,frequency,monetary,recency
30d12,1,79.98,154
1980e,1,59.0,104
e7046,1,49.9,564
fadf2,1,569.7,95
e816f,1,147.0,288
d44df,1,15.9,61
b4f46,1,179.9,86
4c66e,1,27.99,220
2205c,1,42.99,221
b68b9,1,249.0,189
989ae,1,189.9,168
1e94a,1,320.0,183
6eb2a,1,74.0,10
008af,1,99.0,276
55cdc,1,70.97,271
5b92e,1,109.9,171
b6c4c,1,32.99,275
362f9,1,165.0,232
69c0e,1,47.49,186
184be,1,64.9,262
4216a,1,1999.0,127
77460,1,99.49,92
f9f68,1,79.9,304
73464,1,34.99,86
479e8,1,108.0,574
a116f,1,179.7,28
f7f4f,1,169.9,51
8836c,1,1240.0,20
899d4,1,139.9,419
8ef98,1,179.0,380
4f5f3,1,160.0,194
7b578,1,63.599999999999994,177
230a0,1,52.11,198
4202e,1,23.99,279
7b8d4,1,219.0,267
39125,1,107.8,165
275fa,1,58.0,41
6df6b,1,599.0,137
a72a0,1,49.99,404
c1da8,1,126.65,169
69df8,1,69.00999999999999,329
c6ae9,1,329.0,179
971ab,1,112.99,318
93a02,1,149.99,282
e9215,1,37.9,42
031a8,1,49.9,219
20a16,1,89.0,391
50ce4,1,95.9,322
55d1d,1,199.0,348
d4dd2,1,12.0,334
a5dce,1,48.98,485
31095,1,19.99,34
7c90c,1,55.9,131
68c20,1,99.99,442
5f838,1,31.8,139
6ec6e,1,59.98,273
b40d6,1,169.9,495
28b43,1,19.9,496
f9a47,1,52.99,511
b553a,1,99.0,322
45dd6,1,19.99,129
1bdb6,1,105.99,344
a39d9,1,299.8,72
7e4ac,1,270.0,65
15912,1,19.9,200
46303,1,598.9,32
1e983,1,104.0,421
43e0a,1,49.9,188
338b8,1,42.0,165
9403b,1,240.0,34
a6ffe,1,29.99,312
1d91e,1,149.0,272
30969,1,118.13,43
d1d6c,1,59.99,323
64f35,1,1437.0,318
05933,1,219.99,330
25512,1,65.99,293
ec49d,1,198.0,264
6943d,2,131.9,401
abcae,1,898.0,173
3567d,1,59.9,444
86e2d,1,19.9,348
ba3ba,1,316.9,458
ba9c8,1,299.0,522
efaa7,1,129.99,236
708ab,1,47.5,17
46946,1,69.99,141
2a28d,1,89.9,491
4455f,1,42.79,338
a9839,1,159.99,121
cf52f,1,12.25,120
c4e68,1,29.49,415
c533b,1,48.9,202
bbe16,1,174.9,76
f91c9,1,899.0,520
940f9,1,65.99,330
5ac5d,1,9.9,223
d5616,1,57.99,266
6abf9,1,80.7,21
e1828,1,159.9,118
28d56,2,139.5,32
89c76,1,185.0,447
f45b8,1,159.9,243
32026,1,21.0,16
7820a,1,128.0,42
d6795,1,21.9,208
54160,1,139.9,445
d3cdb,1,43.0,41
d7382,1,23.9,566
2f5e5,1,159.0,152
a9fe0,1,29.99,108
a0698,1,69.9,130
c7aab,1,29.4,38
a0064,1,117.8,205
3edbc,1,150.0,414
13c88,1,135.9,228
2af03,1,43.0,92
7cdac,1,49.99,203
d4357,1,79.0,439
5d4a9,1,48.6,551
22204,1,199.0,329
963cf,1,58.5,222
d6f33,1,179.9,393
4ff5c,1,34.0,275
fbdcb,1,229.0,128
60e92,1,19.9,253
1bed8,1,49.9,232
cf227,1,98.99,512
f0e70,1,29.9,530
e2ee2,1,169.99,282
aba4b,1,58.2,510
7cb6d,1,229.9,11
c0b0c,1,279.0,190
fed74,1,655.0,198
ab574,1,24.0,315
bbb4d,1,489.0,325
574f1,1,44.9,364
bc31c,1,99.9,509
ad098,1,49.9,187
e0215,1,94.9,123
8d1a2,1,64.99,117
3175c,1,205.0,398
d6c9e,1,25.0,559
82c7f,1,139.9,127
4b9f3,1,17.33,482
d84ab,1,133.9,248
88fa7,1,320.0,309
858fb,1,799.6,69
13a75,1,199.8,278
7f001,1,89.9,464
2ac5b,1,169.0,219
dc7e0,1,70.0,182
96ae0,1,42.0,184
0371a,1,149.9,238
7f8f4,3,196.43,567
19e0a,1,29.99,150
739a2,1,44.99,236
1a94e,1,15.0,7
6abc4,1,89.9,283
50622,1,84.9,490
149f1,1,36.85,503
dc8d7,1,29.9,139
805fc,1,71.1,25
9926f,1,109.9,72
e63e5,1,169.98,270
3cb6a,1,249.0,259
c9696,1,228.0,46
8a1ca,1,79.9,57
db4a1,2,317.9,102
5ef32,1,254.8,157
3a501,1,59.9,367
5b188,1,117.79,341
0fc44,1,68.3,406
c6b58,1,14.5,38
9abc1,1,49.99,234
74875,1,154.9,271
38f71,1,120.0,34
ac808,1,160.0,203
2087e,1,503.34,277
3b446,1,180.0,332
283e8,1,19.9,440
88678,1,166.99,234
8a66c,1,31.9,285
0f132,1,2299.0,13
8e613,1,117.99,324
645c2,1,143.8,362
d95c1,1,345.0,131
8a636,1,149.9,546
84c90,1,116.9,276
64b67,1,102.9,421
75712,1,119.9,162
a995b,1,391.68,127
246ec,1,2110.0,234
ec19e,1,35.9,275
f1ea3,1,89.0,442
406da,1,399.88,412
3cba9,1,29.99,46
53864,1,47.49,74
6c441,2,99.88999999999999,26
bc0ea,1,179.0,140
41462,1,27.9,476
2396e,1,40.0,274
bef44,1,45.95,387
5c4d5,1,99.99,210
7eb9e,1,19.9,120
b7031,1,119.99,213
406b6,1,76.0,542
41f9a,1,599.99,303
e1775,1,319.9,111
89488,1,269.9,316
dfe13,1,40.0,328
9ebc0,1,135.0,41
4cfdd,1,57.99,309
d98ab,1,99.9,98
66cb6,1,159.98,36
ef95b,1,107.8,119
5d9b2,1,119.99,208
3bff8,1,118.44,17
62660,1,119.8,212
5a1f1,1,53.9,120
ba178,1,64.02,252
ac11b,1,89.18,137
a0e8a,1,39.99,86
6c523,1,26.9,198
09a0d,1,39.99,343
4d3b6,1,89.9,361
1f50c,1,482.0,269
167d0,1,265.0,188
03b21,1,119.99,467
b56fe,1,269.0,26
25f41,1,107.99,42
d08b7,1,227.9,87
81f6f,1,129.9,337
4ea1f,1,150.0,193
1857d,1,139.0,490
fbd96,1,129.9,94
26de6,1,59.8,177
81078,1,18.99,413
7888b,1,258.99,477
b945f,1,109.9,448
2e266,1,139.9,200
db333,1,149.0,100
3a8f6,1,419.9,285
dc1ac,1,69.9,484
aa6e9,1,47.0,342
24bfd,1,79.0,413
1cccf,1,39.0,163
3ba3a,1,93.0,86
100e2,1,190.0,28
62612,1,119.9,195
74a88,1,549.9,282
f45af,1,189.0,231
d8b13,1,144.9,278
64b99,1,37.99,444
9b7ee,1,38.5,496
79063,1,17.45,226
92e09,1,177.99,344
21775,1,119.99,86
cf098,1,190.0,486
f7613,1,164.99,156
826f8,1,22.9,275
464a0,1,74.0,5
976dc,1,75.0,18
b3a6e,1,46.96,191
04442,1,169.9,22
e2ba9,1,139.9,22
76a52,2,119.8,203
28837,1,118.0,258
ccfad,1,71.78,139
740ab,1,65.0,467
a1399,1,94.9,44
ccae7,1,59.99,508
2175d,1,79.9,150
03a3d,1,39.9,29
22563,1,43.0,132
25626,1,69.4,189
22960,1,75.0,15
a13b8,1,139.9,392
fdb68,1,39.0,428
e009d,1,27.99,295
fad5b,1,19.0,207
2a955,1,298.0,212
aaddf,1,139.8,510
09f5b,1,69.9,231
42f76,1,260.0,425
f1289,3,387.69,25
8a1f5,1,89.9,474
54c96,1,230.0,166
6b5f2,1,79.9,277
25b96,1,42.89,201
14fe5,1,54.9,228
291a2,1,93.0,8
fd306,1,225.0,137
91df0,1,69.0,453
d9b1c,1,49.9,527
284d2,1,129.0,266
b1679,1,16.9,107
ab16b,1,66.7,174
f023c,1,10.49,161
a4ceb,1,29.98,89
d45b3,1,159.99,341
51f81,1,34.0,224
ab92e,1,19.9,297
1a031,1,196.0,202
d084a,1,18.9,187
d9b7b,1,29.99,243
0f1c8,1,189.0,254
d120f,1,104.53,292
dd0ef,1,348.9,429
36537,1,78.0,21
c88f6,1,99.9,275
bdb4e,1,79.9,267
80c91,1,189.0,213
3260a,1,169.9,397
0a992,1,128.56,453
2b9f5,1,77.99,77
ed56a,1,56.99,531
3657f,1,19.9,228
18074,1,43.9,270
44169,1,16.0,278
93994,1,29.99,109
1d452,1,209.0,213
b89dd,1,269.0,314
fd8e7,1,99.9,37
8553d,1,119.8,188
a8c27,1,278.0,258
69351,1,49.9,13
1ab0b,1,13.9,219
abacb,1,109.9,110
db1dc,1,149.0,192
2af63,1,299.99,158
0fc51,1,129.99,486
b7775,1,17.9,117
5ad1a,1,99.9,125
702e1,1,139.0,286
40014,1,399.0,466
87374,1,55.0,349
00264,1,115.0,153
f21a6,1,169.89,37
72903,1,119.9,365
39f24,1,259.99,390
2b117,1,99.9,192
71a26,1,44.5,106
36797,1,22.25,26
af74f,1,89.9,398
25424,1,130.0,189
0d4fa,1,19.9,190
3fe5b,1,69.99,33
eac59,1,65.9,250
34a1a,1,13.65,229
2e463,1,54.9,254
3ecc8,1,180.0,113
cfa19,1,39.98,472
0fc33,1,39.0,31
546de,1,129.9,410
70f03,1,36.48,34
3891a,1,69.9,195
5d6da,1,72.9,339
e9aa3,1,69.9,280
08f7b,1,343.9,387
645b2,1,159.9,394
f94f8,1,89.9,459
9f346,1,388.0,228
2c933,1,68.0,194
27459,1,79.0,296
e6688,1,27.99,26
e2bd8,2,944.5999999999999,298
04d56,1,39.0,259
49225,1,56.99,64
9cac2,1,176.0,137
88e05,1,54.9,80
99bb8,1,139.98,22
dc6bb,1,174.0,184
ef021,1,29.9,178
15366,1,45.9,302
0c119,1,69.9,27
65418,1,29.0,388
996ba,1,36.0,38
3258c,1,139.99,14
36caa,1,13.65,278
49747,2,147.96,461
01658,1,24.99,161
e2c4c,1,128.99,178
86c7f,1,245.0,176
78c80,1,118.8,38
21603,1,53.0,287
d8fe4,1,64.0,120
bf2da,1,109.0,190
856ad,1,298.0,167
d07c9,1,145.0,291
9e472,1,163.9,292
016b7,1,149.9,98
3c6ee,1,22.97,149
55ba6,1,79.9,571
8eada,1,59.9,407
4314e,1,76.9,208
8425a,1,79.9,110
17362,1,45.9,298
00962,1,223.9,581
67f9d,1,59.0,27
7ea5e,1,94.99,183
50544,1,30.99,30
e314a,1,61.99,153
7e30d,1,88.83,24
d18bd,1,53.9,129
e4f44,1,38.9,231
9535c,1,519.0,133
eb478,1,163.09,80
a5ada,1,44.99,412
b04ed,1,134.9,145
86a50,1,99.9,225
e50dc,1,29.0,265
fa7e8,1,47.99,506
42f40,1,27.9,519
dd3f4,1,249.0,405
6047b,1,79.99,180
d7a9a,1,78.0,375
91f42,1,70.0,551
e1b2e,1,26.4,165
b63fe,1,15.9,55
67f30,1,56.9,322
e9318,1,179.9,385
cfbb8,1,79.9,349
8b20c,1,21.99,274
a4b5a,1,149.0,216
81cbf,1,74.9,199
177dd,1,120.0,182
b3586,1,282.63,360
796b1,1,239.99,276
20c7f,1,229.69,183
6e4e7,1,113.89,79
27de4,1,35.0,64
c8e47,1,845.0,451
78c86,1,99.99,73
f4ea6,1,168.9,43
ec71c,1,204.0,190
620e3,1,89.9,10
36df1,1,86.9,132
d7f7d,1,179.0,461
64b65,1,184.6,332
69535,1,269.99,337
a84cb,1,13.65,273
ea811,1,57.99,167
b6868,1,78.9,467
d1e44,1,224.99,514
5cab2,1,38.0,42
1d907,1,32.9,48
c11ce,1,161.6,440
dc49b,1,43.9,588
ac125,1,158.98,558
92728,1,159.0,34
2e70c,1,59.9,477
0e705,1,85.0,176
90508,1,84.99,201
acc21,1,56.99,363
d9a62,1,69.9,132
16ceb,1,185.9,42
61a3f,1,89.99,414
e2d1e,1,160.76,55
f0a86,1,199.9,149
3a2cb,1,145.9,470
ae024,1,24.9,536
d886e,1,18.9,150
fb055,1,385.0,494
0da5a,1,31.9,457
e46f8,1,169.75,20
03261,1,21.99,104
987a6,1,89.99,419
4c8ce,1,159.9,274
a9d6f,1,22.99,201
a491c,1,73.0,436
7d9a0,1,39.9,345
c2eb5,1,15.49,285
d1705,1,182.4,92
1ea9d,1,29.0,65
1385c,1,24.79,474
38977,1,69.95,63
b2fc2,1,49.9,252
88dc7,1,51.78,18
744b7,1,119.9,187
1a892,1,1200.0,365
2b6d3,2,218.9,209
0e4ec,1,38.5,592
68ce2,1,19.5,68
0eba5,1,294.0,64
0b9ba,1,75.98,263
0e9f6,1,59.9,105
c20d7,1,29.99,561
025e1,1,139.99,523
43ed0,1,54.9,249
32238,1,109.95,485
596b1,1,169.9,75
0894b,1,199.0,245
89799,1,186.98,265
884a1,4,4080.0,21
c5be7,1,142.99,569
24f2b,1,29.99,385
06ff6,1,34.99,19
2d686,1,45.9,172
fa1ea,1,59.99,457
14080,1,55.0,78
bb56e,1,198.0,232
9a52b,1,29.99,579
0cbe6,1,479.98,234
40c34,1,67.8,43
3320b,1,53.9,105
c96f5,1,76.0,357
40b2c,1,37.5,58
30bef,1,18.99,91
c3ca1,1,69.9,69
24c3c,1,299.9,217
44357,1,20.9,181
1bb49,1,29.99,169
6683d,1,189.9,274
5f676,1,559.0,576
e6bc7,1,99.98,128
bbacf,1,199.99,331
6ecf9,1,27.3,287
32a95,1,29.9,25
4a487,1,29.99,193
52a14,1,89.9,276
f04bf,1,63.5,249
7d0a2,1,59.9,15
13864,1,79.95,91
bdeba,1,69.9,164
4b20c,1,13.65,205
f4ef1,1,53.99,218
db6a2,1,79.0,422
ab62b,1,99.8,226
40f69,1,146.0,315
9455e,1,70.97,265
9c5da,1,200.0,145
81979,1,299.0,315
64b91,1,24.99,287
172ee,2,178.8,263
3438d,1,48.9,426
ffb56,1,79.9,60
6fba9,1,215.97,164
5968c,1,219.99,472
fe5f0,1,59.9,260
2833f,1,1590.0,124
3f7d3,1,49.9,268
ab51d,2,139.9,168
4ae4c,1,179.9,262
0d288,1,49.0,146
b21ae,1,57.99,16
848fd,1,59.0,121
bc228,1,113.0,35
180c2,1,15.9,327
e9451,1,59.9,548
8fe30,1,193.6,80
92b8b,1,65.0,179
c3200,1,42.99,77
ca4eb,1,736.0,454
5f199,1,29.9,358
c072a,1,99.9,531
d7ca8,1,105.9,428
89491,1,199.0,275
965b0,1,89.9,152
d5a1d,1,59.99,89
a4214,1,56.99,389
997e1,1,99.99,224
d71a7,1,175.0,351
73f31,1,14.99,24
d9fde,1,9.0,236
edc1c,1,129.0,493
061dc,1,129.99,264
cdfac,1,148.0,250
c6c5c,1,99.99,294
f644e,1,99.9,231
39efb,1,138.5,152
59feb,1,199.97,415
1343b,1,79.8,344
5e60e,1,28.9,1
ed12f,1,412.0,210
eeff4,1,23.2,310
e50e9,1,15.9,220
3779c,1,79.9,333
66e30,1,148.0,125
898ac,1,49.99,393
24ce2,1,136.0,148
835a9,1,39.9,330
acda0,1,14.9,31
88621,1,45.6,154
fd543,1,279.94,109
c3b6a,1,599.0,179
8c7ff,1,32.9,166
824fd,1,72.9,242
1404c,1,14.0,230
3283e,1,699.4,147
c840f,1,34.9,58
12ee3,1,25.0,26
d3e48,1,139.0,57
0b716,1,49.9,49
fc7ba,1,40.0,372
861e4,1,266.0,135
b9a36,1,52.3,34
d9581,1,1054.0,189
d048c,1,226.95,270
67a78,1,149.9,227
40781,1,234.9,259
f274e,1,39.99,39
cfd5c,1,47.0,360
93e99,1,337.69,562
744e6,1,149.9,344
19bed,1,89.0,206
068a5,1,69.9,58
547a9,1,59.9,8
58faa,1,129.9,180
6a2c2,1,68.99,264
5e114,1,94.0,226
f3324,1,119.39,248
0023e,2,549.8,57
f822c,1,107.0,194
806af,1,319.0,28
a83c7,1,129.0,237
e4fd5,1,47.99,470
5a3cf,1,27.49,61
8d174,1,69.9,359
ed1b9,1,319.8,463
3d296,1,25.99,83
d5358,1,139.99,236
7799b,1,89.99,312
18208,1,129.9,14
6c141,1,134.99,16
4658d,1,55.13,404
140d7,1,269.9,272
2f2c3,2,48.98,198
3c1d5,1,54.0,337
7a115,1,1608.99,25
456cb,1,24.5,278
9df2d,1,99.0,183
7e460,1,68.0,184
7d6e3,1,12.5,469
b2d93,1,118.0,111
b5c9c,1,26.9,442
de6de,1,42.99,535
23080,1,58.5,197
20041,1,31.9,518
9cf0b,1,29.9,229
20c1d,1,165.1,490
e070b,1,67.7,246
53423,1,220.64,37
e2e2e,1,119.9,179
0616c,1,69.9,350
b4479,1,199.9,50
89c4e,1,254.0,37
20dd4,2,124.80000000000001,40
a920d,1,90.0,102
13485,1,93.0,7
64d69,1,229.9,214
c5f4b,1,49.0,218
a9e57,1,239.9,394
fc702,1,99.9,395
8ccab,1,229.8,570
ad092,1,34.99,66
f5e77,1,49.9,273
4a61a,1,49.9,188
37fe8,1,32.0,40
8a784,1,89.99,245
a70fc,1,110.0,262
9d41e,1,50.9,444
cda05,1,151.7,139
95303,1,49.9,543
bda40,1,89.57,580
bd861,1,449.8,95
39850,1,54.9,36
dc8ff,1,89.99,543
d0981,1,422.0,239
9d624,1,86.99,694
16389,1,66.99,65
6e2e5,1,16.9,17
941ec,1,69.0,168
2d2b1,1,79.0,244
f6896,1,41.99,271
914de,1,179.0,25
e51dd,1,129.6,513
63831,1,117.0,167
54719,1,210.0,62
ade6e,1,299.0,149
2915f,1,99.99,100
60858,1,78.99,118
1841a,1,549.9,34
f59d1,1,99.9,193
d737f,1,55.99,93
f8b09,1,75.0,285
2bc56,1,180.0,207
48ecb,1,269.0,362
8b135,1,109.9,24
4e1f3,1,234.8,87
5b4e8,1,58.0,342
e8616,1,179.99,507
2debb,1,50.0,400
897e3,1,69.0,439
f96ba,1,112.0,542
b9547,1,59.5,294
d6270,1,69.9,230
334a8,1,133.0,295
e997a,1,44.06,6
70533,1,146.99,302
2bec0,1,89.99,461
86445,1,99.9,314
b5783,1,10.99,246
717d2,1,139.99,274
0814e,1,169.9,531
1d694,1,29.0,79
1e308,1,99.9,274
a8f4d,1,84.9,259
4869a,1,28.9,464
277f0,1,599.0,120
1a8af,1,168.98,105
78d5c,1,299.99,117
a3216,1,79.9,415
86a58,1,134.9,477
72a7d,1,49.8,87
65efe,1,71.25,206
8be75,1,21.9,141
916a3,1,45.0,56
0c4e9,1,34.9,386
15a37,1,56.99,321
43111,1,79.9,436
f244d,1,330.0,102
bef3c,2,133.89000000000001,86
5b18e,1,219.9,255
eeb34,1,114.9,13
f1e3e,1,215.0,137
5f6b1,1,14.99,12
9e3db,1,46.98,186
0ab27,1,144.9,281
32438,1,117.7,153
34778,1,104.0,334
b8c27,1,10.99,549
a377e,1,59.0,169
b6b13,1,180.0,202
244e0,1,209.9,85
16906,1,167.78,30
9a4cb,1,180.0,170
3240b,1,89.0,49
ff87c,1,39.9,181
ca5f0,1,304.99,171
04f46,1,159.99,166
842c3,1,1138.3,17
be306,1,388.9,302
34cf2,1,13.99,212
6419d,1,118.0,109
121a2,1,230.0,46
dc035,1,49.99,35
83e3e,1,34.0,253
7e58f,1,116.6,420
92b93,1,12.99,317
ff390,1,49.9,161
e375b,1,39.0,350
94c7e,1,69.9,301
21182,1,18.99,450
0cbaa,1,51.49,260
dcbdf,1,30.7,324
a4614,1,179.9,99
0f945,1,44.9,474
75494,1,516.59,436
1bc58,1,110.0,386
63296,1,420.0,282
515d7,1,226.9,15
7857d,1,99.0,260
6db6c,1,134.99,42
d88fa,1,117.34,112
af269,1,345.0,189
1a212,1,47.9,99
7f25d,1,84.9,350
bf4cf,1,34.6,388
d5558,1,94.99,397
181cf,1,144.0,455
37b67,1,264.5,91
3467a,2,89.2,276
e80a8,1,19.9,239
2256c,1,79.0,454
c41fb,2,120.3,467
e3be1,1,23.99,327
d3407,1,129.0,48
98041,1,39.0,351
0ebd7,1,50.0,410
b65fb,1,580.27,193
b9944,1,59.9,12
a615f,1,289.98,79
22367,1,129.99,437
695df,1,39.98,115
0aa50,1,24.5,309
62863,1,24.89,156
b05e2,1,49.9,142
26a80,1,56.97,329
66df2,1,40.6,114
7ce42,1,370.47,20
efb0d,1,40.0,423
fab0f,1,61.9,266
14fa0,1,59.9,410
a7fc0,2,125.80000000000001,210
48ad8,1,55.0,101
dab31,1,34.9,196
efb77,1,12.88,295
eb792,1,39.9,314
39b09,1,229.0,216
88aa5,1,49.9,505
65656,1,29.99,124
b2e5a,1,338.0,96
e42d3,1,78.0,81
f031e,1,139.99,197
3f8c8,1,139.54,276
62896,1,110.0,7
1901d,1,39.9,235
f252e,1,250.0,100
c9d90,1,69.99,256
8c460,1,69.99,32
ab5e6,1,78.0,13
cfeb9,1,56.89,140
be194,1,75.9,103
95bc5,1,289.0,90
39a4c,1,99.0,463
7e3d8,1,175.6,211
d9768,1,169.9,561
2b651,1,319.9,76
2f8fb,1,59.99,162
73d8e,1,135.0,467
4b647,1,53.9,136
d4329,1,49.9,455
22d24,1,120.0,337
e3b1d,1,29.99,272
61f55,1,227.0,228
b7418,1,89.9,386
2788c,1,144.41,204
f9b3c,1,299.99,284
8eaa2,1,29.9,154
faa20,1,12.67,30
a8c16,2,154.89000000000001,191
cdf9f,1,330.0,23
cd582,1,99.9,29
f3740,1,69.9,52
56ea3,1,124.0,40
249b1,1,99.9,224
0feaa,1,49.98,117
23bd9,1,359.0,255
7db4a,1,129.9,222
70389,1,32.97,195
06b85,1,159.9,182
f0fda,1,37.9,125
f1d81,1,154.89,314
1a69d,1,33.49,389
95474,2,439.98,215
5b282,1,142.5,345
0f053,1,139.8,180
90572,1,139.99,146
2e56f,1,59.9,189
009d4,1,349.9,363
26c18,1,179.0,221
969d8,1,23.9,412
3e8ad,1,51.5,117
47d68,1,759.9,182
f7c4e,1,119.99,539
f3c7f,1,62.8,7
db50f,1,255.0,236
bb196,1,110.0,23
371c3,1,355.9,392
eb2a1,1,55.0,156
c415f,1,75.0,19
f4f6e,1,119.0,184
c92da,1,240.0,254
a32bb,1,320.0,223
7863c,1,24.9,163
06945,1,89.9,418
1a7b6,1,109.99,537
1c91d,1,74.8,10
fd748,1,99.9,251
03c34,1,12.5,239
e24a4,1,2649.0,453
b695a,1,149.9,87
ab4e4,1,230.0,128
80638,1,120.0,185
52f4f,1,178.0,382
67c51,1,89.9,383
cf24e,1,79.0,307
a8c5d,1,139.99,41
70681,1,24.5,275
0d428,1,44.9,470
fee98,1,137.0,149
f80d0,1,10.5,213
ea350,1,22.9,30
c4564,1,109.9,600
165b1,1,89.9,41
e3cbc,1,299.99,283
77dbe,1,179.9,92
adcb9,1,139.0,245
de4a1,2,212.8,286
24434,1,67.9,143
8c690,1,110.32,129
89f16,1,39.98,167
75639,1,56.9,26
dccc6,1,48.9,114
4ce5c,1,59.9,345
ba614,1,129.9,359
1b8c1,1,45.62,151
593c6,1,74.8,62
cf819,1,139.9,468
3596d,1,114.9,233
7fb2a,1,281.9,477
09101,1,89.0,566
b4d87,1,23.99,285
001d9,1,69.8,128
24508,1,49.98,269
18d7f,1,208.9,552
9b74a,1,49.9,35
db84d,1,79.9,378
7ce6a,1,108.0,190
7b863,1,119.9,311
6ec8f,1,66.3,124
ca45d,1,34.5,120
4d8b9,1,119.5,31
880bc,1,69.99,190
b6a0f,1,99.8,31
54715,1,69.99,54
b72cc,2,648.99,317
ab315,1,46.0,83
d2a48,1,55.0,368
69eec,1,389.9,268
8ae09,1,119.9,181
d95ce,1,54.16,452
34b9d,1,35.9,188
55c17,1,278.8,218
af73d,1,68.9,485
8943b,1,24.5,251
6837e,1,987.0,157
91b0d,1,599.99,365
d8386,1,26.9,436
2fc60,1,199.0,107
66c5e,1,89.9,55
6bac0,1,109.8,213
17f22,1,34.9,323
b29dc,1,99.99,472
9e1e4,1,79.99,220
f7bf6,1,235.0,172
08166,1,243.0,308
e8638,1,74.9,134
ee889,1,22.9,486
78b10,1,149.0,182
427a9,1,89.99,252
84457,1,26.9,455
55be5,1,129.9,410
8637b,1,15.0,354
7b031,1,393.99,124
ecb0b,1,259.9,504
0a3f0,1,59.98,27
ec924,1,13.99,343
c4d7f,1,419.9,296
9386c,1,156.99,92
c6434,1,286.0,302
0b81d,1,119.99,576
4c8c9,1,149.0,140
2aa9f,1,19.9,19
9190d,1,44.9,31
e0356,1,149.99,203
29b17,1,108.33,379
4bf34,1,179.0,113
ba33d,1,144.9,119
df5ae,1,71.82,409
0f262,1,141.78,183
9009b,1,21.9,278
e789a,1,19.9,72
832b3,1,25.9,188
eb6a5,1,76.5,278
e98eb,1,51.0,281
d5bf8,1,14.99,75
31b46,2,132.9,184
1ee0e,1,89.99,135
f4d24,1,85.0,244
4c1e3,1,42.0,68
49403,1,96.0,197
abe2f,1,299.70000000000005,115
41def,1,115.0,303
681ee,1,113.57,361
b9df4,1,20.9,565
f84a0,1,99.9,189
a47ff,1,59.99,82
6e3ad,1,189.99,396
37fcc,1,42.9,341
e099b,1,35.0,472
42e8e,1,45.9,421
67ef0,1,47.9,46
c1721,1,388.0,301
a7653,1,36.9,250
ef32e,1,19.9,140
2c948,1,49.99,140
eed5b,1,49.0,71
b5b63,1,144.99,330
1d8fb,1,149.0,200
0690f,1,142.99,276
8a9a5,1,66.9,276
489e1,1,329.9,421
bea68,1,29.99,579
69612,1,143.8,268
02fe6,1,151.98,55
fc9ff,1,74.99,27
f8258,1,199.8,462
96abc,1,34.9,32
f8264,1,40.0,325
8dec4,1,95.03,276
779e0,1,84.0,229
205fb,1,131.59,322
0050e,1,59.99,253
b5beb,1,220.0,475
a86ec,1,74.9,238
a74a9,1,16.9,308
b0bf2,1,106.9,271
a36bd,1,329.9,20
a8330,1,143.99,100
36b1d,1,65.0,23
81487,1,159.0,25
09645,1,116.5,69
8a5bd,1,39.0,166
19874,1,86.9,203
1696c,1,39.9,211
c76be,1,281.96999999999997,278
baf01,1,79.0,62
54fd1,1,84.5,481
a157c,1,299.99,123
fc5ea,1,630.0,100
18cba,1,339.99,77
080ad,1,105.0,104
9522c,1,139.99,226
2614e,1,1699.0,161
c2b1f,3,502.99,297
c0d04,1,215.0,173
66350,1,37.98,4
500f9,1,570.0,117
a64e2,1,32.98,454
7c139,1,120.0,99
686a0,1,24.9,517
421de,1,54.0,333
30b8f,1,195.0,369
c2893,1,125.0,289
551b2,1,97.0,471
13ebe,1,975.0,508
654e8,1,19.99,233
5a8f6,1,59.9,398
f0958,1,16.0,77
b55d7,1,9.9,359
7acd0,1,99.8,278
6f71d,1,122.99,70
ef806,1,70.78,442
f7e25,1,168.0,470
fb642,1,35.9,472
f5704,1,24.9,350
b2fe6,2,134.89000000000001,510
956f7,1,540.0,224
12516,1,19.99,567
1f7a5,2,174.20999999999998,274
a00fe,1,139.0,103
3551b,1,109.0,300
9a7a5,1,189.99,442
4f5d7,1,86.69999999999999,20
420aa,1,10.0,34
84a4e,1,39.92,441
0dd6e,1,50.0,187
d6d01,1,184.99,190
66732,1,33.33,140
3fd32,1,139.9,419
e8434,1,99.0,44
4951f,1,69.9,161
fbb9e,1,89.99,530
720db,1,599.7,120
6f824,1,88.0,276
ff499,1,165.0,331
a16b1,1,49.99,205
c965a,1,59.9,577
fe3e1,1,118.0,128
2b847,1,44.99,55
68a39,1,56.97,345
48aac,1,29.9,292
f261e,1,119.0,67
84744,1,25.5,409
0260b,1,34.9,198
49993,1,12.9,580
13cea,1,179.9,391
80cde,1,59.99,373
33554,1,89.9,426
11eb2,1,52.0,238
bee22,1,380.0,124
03902,1,98.9,224
dcdc0,1,299.8,107
2c11a,1,169.0,161
db976,1,175.0,289
01820,1,110.0,352
4f29b,1,73.35,528
30600,1,166.0,342
34702,1,130.0,171
b62fc,1,1125.9,258
694d4,1,51.99,107
b4427,1,99.0,386
a6e3d,1,701.4000000000001,198
7a217,1,99.99,277
8f765,1,15.9,396
299a6,1,69.98,546
1f932,1,29.0,210
d901f,1,149.0,29
d89e4,2,119.88999999999999,241
e79a3,1,63.0,6
c0353,1,109.8,494
41127,1,89.0,71
25832,1,98.0,264
727bf,1,129.6,484
1e6f0,1,56.99,337
da211,1,98.9,244
fc2fc,1,86.0,46
28c6a,1,41.8,118
f743b,1,49.9,24
f6cb5,2,932.22,118
